name,brand,manufacturer,certification_level,certification_description,ingredients,product_description,usage,image_url,page_number
FEUCHTIGKEIT SPÜLUNG BIO-DACHROSE & HAFERMILCH,Herbalind,Dreiturm GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Arachidyl/Behenyl Alcohol, Caprylic/ Capric Triglyceride, Stearyl Alcohol, Helianthus Annuus Seed Oil, Cetyl Alcohol, Arachidyl/Behenyl Betainate Esylate, Inulin, Lauroyl Arginine, Sempervivum Tectorum Extract, Avena Sativa Kernel Extract, Beta Vulgaris Root Extract, Fructooligosaccharides, Potassium Lactate, Lactic Acid, Xanthan Gum, Citric Acid, Glycerin, Sodium Stearoyl Glutamate, Sodium Phytate, Sodium Benzoate, Potassium Sorbate, Parfum, Linalool, Limonene.",,,,
FLÜSSIGSEIFE BIO-EUCALYPTUS & BIO-BERGAMOTTE,bevola naturals,Mann & Schröder GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Sodium Coco-Sulfate, Coco-Glucoside, Glycerin, Betaine Sodium Chloride, Tocopherol, Ascorbyl Palmitate, Eucalyptus Globulus Leaf Extract*, Levulinic Acid, Citrus Aurantium Bergamia Fruit Water*, Parfum, Glyceryl Oleate, Sodium Levulinate, Alcohol, Hydrogenated Palm Glycerides Citrate, Lecithin, p-Anisic Acid, Limonene, Citral, Citric Acid, Sodium Hydroxide. 
     * of controlled biological cultivation",,,,
INTENSIV FEUCHTIGKEITSSPENDENDE AUGENCREME,Sandicca,Sandicca GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Hippophae Rhamnoides Water*1, Vitis Vinifera (Grape) Seed Oil*, Pentylene Glycol, Glycerin*, Polyglyceryl-3 Dicitrate/Stearate, Coco Caprylate, Glyceryl Stearate, Butyrospermum Parkii (Shea) Butter *, Stearyl Alcohol, Tapioca Starch, Simmondsia Chinensis (Jojoba) Seed Oil*, Hippophae Rhamnoides Leaf Extract*1, Cocos Nucifera (Coconut) Oil, Aloe Barbadensis Leaf Juice, Hippophae Rhamniodes Kernel Oil*1, Betaine, Glyceryl Caprylate, Hippophae Rhamnoides Fruit Oil*1, Cannabis Sativa (Hemp) Seed Oil* , Xanthan Gum, Sodium Ascorbyl Phosphate, Tocopherol, Hieracium Pilosella Extract, Bellis Perennis (Daisy) Flower Extract, Camellia Sinensis Leaf Extract, Leontopodium Alpinum Extract*, Pelargonium Graveolens Oil*, Citric Acid, Linalool**, Limonene**.
      * of controlled biological cultivation 
    ** from natural essential oils
     1  grown in the Austrian SANDICCA sea buckthorn gardens",,,,
INTENSIV GESICHTSREINIGUNG ANTIOXIDANS,Sandicca,Sandicca GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Zea Mays (Corn) Starch*, Sodium Lauroyl Glutamate, Talcum, Kaolin, Betaine, Sodium Bicarbonate, Hippophae Rhamnoides Fruit Powder*, Tapioka Starch, Maltodextrin, Hippophae Rhamnoides Fruit Oil*1, Hippophae Rhamnoides Leaf Extract*1, Carrageenan, Sodium Benzoate, Hippophae Rhamnoides Kernel Oil *1, Pelargonium Graveolens Oil *, Sodium Ascorbyl Phosphate, Chamomilla Recutita Flower Extract*, Hamamelis Virginiana Water*, Rosa Damascna Flower Extract*, Glycerin, Aqua, Dehydroacetic acid, Benzyl alcohol, Citronellol**, Geraniol**, Linalool**, Citral**, Limonene**.
     * of controlled biological cultivation 
    ** from natural essential oils
     1  grown in the Austrian SANDICCA sea buckthorn gardens",,,,
INTENSIV PFLEGENDES GESICHTSÖL,Sandicca,Sandicca GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Vitits Vinifera (Grape) Seed Oil*, Helianthus Annuus (Sunflower) Seed Oil*, Prunus Amygdalus Dulcis (Sweet Almond) Seed Oil*, Simmondsia Chinensis ( Jojoba) Seed Oil*, Hippophae Rhamnoides Extract*1, Sesamum Indicum Seed Oil*, Cannabis Sativa Seed Oil*, Hippophae Rhamnoides Kernel Oil*1, Caprylic/Capric Triglyceride, Squalane, Tocopherol, Hippophae Rhamnoides Fruit Oil*1, Pelargonium Graveolens Oil*, Citronellol**, Geraniol**, Linalool**, Citral**, Limonene**.
     * of controlled biological cultivation 
    ** from natural essential oils
     1  grown in the Austrian SANDICCA sea buckthorn gardens",,,,
INTENSIV STRAFFENDES HYALURON SERUM,Sandicca,Sandicca GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Hippophae Rhamnoides Water*1, Rosa Damascena Flower Water*, Coco Caprylate, Pentylene Glycol, Glycerin*, Glyceryl Stearate Citrate, Hippophae Rhamnoides Leaf Extract*1, Sodium Stearoyl Glutamate, Xanthan Gum, Hippophae Rhamnoides Kernel Oil*1, Hippophae Rhamnoides Fruit Oil*1, Tapioca Starch, Carrageenan, Glyceryl Caprylate, Sodium Hyaluronate, Sodium Ascorbyl Phosphate, Propanediol (and) Water (and) Acmella Oleracea Extract, Pelargonium Graveolens Oil *, Tocopherol, Phytic Acid, Citric Acid, Citronellol**, Geraniol**, Linalool**, Citral**, Limonene**.
     * of controlled biological cultivation 
    ** from natural essential oils
     1  grown in the Austrian SANDICCA sea buckthorn gardens",,,,
INTENSIV STRAFFENDE GESICHTSCREME,Sandicca,Sandicca GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Hippophae Rhamnoides Water*1, Caprylic/Capric Triglyceride, Vitis Vinifera (Grape) Seed Oil*, Glycerin*, Pentylene Glycol, Polyglyceryl- 3 Dicitrate/Stearate, Argania Spinosa Kernel Oil*, Butyrospermum Parkii (Shea) Butter*, Steraryl Alcohol, Decyl Oleate, Glyceryl Stearate, Tapioca Starch, Hippophae Rhamnoides Leaf Extract* 1, Acmella Oleracea Extract, Hippophae Rhamnoides Kernel Oil*1, Hippophae Rhamnoides Fruit Oil*1, Xanthan Gum, Betaine, Glyceryl Caprylate, Capryloyl Glycerin/Sebacic Acid Copolyme, Sodium Hyaluronate, Leontopodium Alpinum Flower/Leaf Extract*, Ectoin, Tocopherol, Phytic Acid, Sodium Ascorbyl Phosphate, Pelargonium Graveolens Oil*, Citric Acid, Citronellol**, Geraniol**, Linalool**, Citral**, Limonene**.
     * of controlled biological cultivation 
    ** from natural essential oils
     1  grown in the Austrian SANDICCA sea buckthorn gardens",,,,
KÖRPERBUTTER BIO-KOKOS & BIO-SHEABUTTER,bevola naturals,Mann & Schröder GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Helianthus Annuus Hybrid Oil*, Cetearyl Alcohol, Glycerin, Butyrospermum Parkii Butter*, Isoamyl Laurate, Glyceryl Stearate Citrate, Tocopherol, Cocos Nucifera Oil*, Helianthus Annuus Seed Oil, Parfum, Levulinic Acid, Sodium Levulinate, Hectorite, Xanthan Gum, Glyceryl Caprylate, p-Anisic Acid, Sodium Hydroxide, Citric Acid. 
     * of controlled biological cultivation",,,,
KÖRPERÖL BIO-ARGANÖL & BIO-JOJOBAÖL,bevola naturals,Mann & Schröder GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Helianthus Annuus Hybrid Oil*, Isoamyl Laurate, Tocopherol, Argania Spinosa Kernel Oil*, Simmondsia Chinensis Seed Oil*, Helianthus Annuus Seed Oil, Parfum, Linalool. 
     * of controlled biological cultivation",,,,
LEMON WHITENING 7IN1 ZAHNCREME,Terra Naturi Naturkosmetik,Premium Cosmetics GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Sorbitol, Aqua, Hydrated Silica, Lauryl Glucoside, Xanthan Gum, Citrus Limon Peel Oil, Mentha Piperita Oil, Menthol, Sodium Fluoride, Zinc Gluconate, Stevia Rebaudiana Extract, Limonene, Citral, Eukalyptol, CI 77492",,,,
LIPPENPFLEGESTIFT SENSITIVE,alviana Naturkosmetik,Bonano GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Brassica Campestris Seed Oil, Ricinus Communis Seed Oil, Cocos Nucifera Oil*, Candelilla Cera, Simmondsia Chinensis Seed Oil*, Butyrospermum Parkii Butter*, Copernicia Cerifera Cera, Rhus Verniciflua Peel Cera, Calendula Officinalis Flower Extract*, Chamomilla Recutita Flower Extract*, Gylcerine Soja Oil, Olea Europaea Fruit Oil*, Prunus Amygdalus Dulcis Oil*, Tocopherol
     * ingredients from certified organic agriculture",,,,
LIPPENPFLEGESTIFT SHINY RED,alviana Naturkosmetik,Bonano GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Ricinus Communis Seed Oil, Brassica Campestris Seed Oil, Cocos Nucifera Oil*, Candelilla Cera, Copernicia Cerifera Cera, Simmondsia Chinensis Seed Oil*, Rhus Verniciflua Peel Cera, Helianthus Annuus Seed Oil*, Butyrospermum Parkii Butter*, Parfum**, Olea Europaea Fruit Oil*, Capsicum Annuum Fruit Exrtract*, Glycerine Soja Oil, Prunus Cerasus Seed Oil*, Rosmarinus Officinalis Leaf Extract*, Tocopherol, CI 75470
     * ingredients from certified organic agriculture
   ** from natural essential oils",,,,
MEN 3 IN 1 DUSCHGEL REFRESHING MINT,bevola naturals,Mann & Schröder GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Sodium Coco-Sulfate, Coco-Glucoside, Sodium Chloride, Glycerin, Betaine, Tocopherol, Ascorbyl Palmitate, Mentha Piperita Leaf Extract*, Zingiber Officinale Root Extract*, Parfum, Levulinic Acid, Linalool, Glyceryl Oleate, Sodium Levulinate, Hydrolyzed Wheat Protein, Hydrogenated Palm Glycerides Citrate, Lecithin, p-Anisic Acid, Citric Acid, Sodium Hydroxide.
     * of controlled biological cultivation",,,,
MEN 3 IN 1 DUSCHGEL VITALIZING CITRUS,bevola naturals,Mann & Schröder GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Sodium Coco-Sulfate, Coco-Glucoside, Sodium Chloride, Glycerin, Betaine, Tocopherol, Ascorbyl Palmitate, Citrus Limon Fruit Extract*, Citrus Sinensis Extract*, Levulinic Acid, Parfum, Glyceryl Oleate, Sodium Levulinate, Hydrolyzed Wheat Protein, Hydrogenated Palm Glycerides Citrate, Lecithin, p-Anisic Acid, Limonene, Citric Acid, Sodium Hydroxide
     * of controlled biological cultivation",,,,
MIZELLENWASSER PINK POMELO,cosnature,Cosmolux Deutschland GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Glycerin, Alcohol, Caprylyl/Capryl Glucoside, Sodium Lactate, Lactic Acid, Citrus Paradisi Fruit Extract*, Sodium Hyaluronate, Sodium PCA, Levulinic Acid, Sodium Levulinate, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Sodium Benzoate, Parfum**, Citric Acid, Limonene**, Citral**, Linalool**, Geraniol**
     *of controlled biological cultivation
   ** natural essential oils",,,,
NATÜRLICHES MIZELLEN REINIGUNGSWASSER,Sandicca,Sandicca GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Hippophae Rhamnoides Water*1, Pentylene Glycol, Rosa Damascena Flower Water*, Glycerin*, Hamamelis Virginia Water*, Heptyl Glucoside, Hippophae Rhamnoides Leaf Extract*1, Saccharide Isomerate, Chamomilla Recutita Flower Extract*, Citrus Aurantium Dulcis Peel Oil*, Caprylyl/Capryl Glucoside, Citric Acid, Sodium Citrate, Sodium Phytate, Sodium Hydroxide, Alcohol, Dehydroacetic acid, Benzyl alcohol Limonene**.
     * of controlled biological cultivation 
    ** from natural essential oils
     1  grown in the Austrian SANDICCA sea buckthorn gardens",,,,
PFLEGEBAD BIO-PINIE & TANNE,DRESDNER ESSENZ Naturkosmetik,"Li-iL GmbH Arzneimittel, Arzneibäder",Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Maris Sal, Sodium Coco-Sulfate, Hydrated Silica, Parfum, Pinus Sylvestris Bark Extract, Abies Alba Needle Oil, Pinus Sylvestris Leaf Oil, Eucalyptus Globulus Leaf Oil, Sesamum Indicum Seed Oil, Aloe Barbadensis Leaf Extract, Hydrolyzed Wheat Protein, Gardenia Jasminoides Fruit Extract, Maltodextrin, Glycerin, Sodium Citrate, Sodium Carbonate, Aqua, Benzyl Alcohol, Geraniol, Linalool, Limonene, CI 75810",,,,
PROTECTIVE BLEND POWER CONCENTRATE,PRIMAVERA,PRIMAVERA LIFE GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Citrus Aurantium Dulcis (Orange) Peel Oil* org, Limonene**, Cinnamomum Camphora Branch/Stem Oil* org, Leptospermum Scoparium Branch/Leaf Oil, Thymus Vulgaris (Thyme) Flower/Leaf Oil* org, Eucalyptus Radiata Leaf/Stem Oil* org, Alcohol* org, Origanum Vulgare Leaf Oil* org, Linalool**, Citral**, Geraniol**, Eugenol**
     * org = certified organic cultivation
   ** from 100% natural essential oils",,,,
REINIGUNGSPEELING PINK POMELO,cosnature,Cosmolux Deutschland GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Glycerin, Alcohol, Cellulose, Coco-Glucoside, Xanthan Gum, Pentylene Glycol, Vaccinum Macrocarpon Fruit Powder, Sodium Hyaluronate, Lactic Acid, Ipomoea Batatas Tuber Extract, Ascorbyl Glucoside, Citrus Limon Fruit Extract*, Citrus Paradisi Fruit Extract*, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Parfum**, Levulinic Acid, Sodium Levulinate, Limonene**, Citral**
     *of controlled biological cultivation
   ** natural essential oils",,,,
SENSITIV SONNEN-LIPPEN-PFLEGE LSF 30,alverde Naturkosmetik,dm-drogerie markt GmbH + Co. KG,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Ricinus Communis Seed Oil, Zinc Oxide, Persea Gratissima Oil, Helianthus Annuus Seed Cera, Cocoglycerides, Prunus Amygdalus Dulcis Oil, Rhus Verniciflua Peel Cera, Tocopherol, Helianthus Annuus Seed Oil, Ascorbyl Palmitate
     * from certified organic agriculture",,,,
SKIN CARESS POWER CONCENTRATE,PRIMAVERA,PRIMAVERA LIFE GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Lavandula Angustifolia (Lavender) Oil* org, Leptospermum Scoparium Branch/Leaf Oil, Melaleuca Viridiflora Leaf Oil* org, Pelargonium Graveolens Oil* org, Cymbopogon Martini Oil* org, Geraniol**, Linalool**, Daucus Carota Sativa (Carrot) Seed Oil, Citronellol**, Achillea Millefolium Oil* org, Limonene**, Alcohol* org, Styrax Benzoin Resin Extract* org, Citral**, Farnesol**, Benzyl Benzoate**, Eugenol**, Benzyl Alcohol**
     * org = certified organic cultivation
   ** from 100% natural essential oils",,,,
SOUL CARESS POWER CONCENTRATE,PRIMAVERA,PRIMAVERA LIFE GmbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Limonene**, Citrus Aurantium Dulcis (Orange) Peel Oil* org, Larix Europaea Wood Extract* org, Vetiveria Zizanoides Root Oil* org, Angelica Archangelica Root Oil* org, Jasminum Grandiflorum (Jasmine) Flower Extract, Citrus Aurantium Bergamia (Bergamot) Peel Oil* org, Cananga Odorata Flower Oil* org, Linalool**, Benzyl Benzoate**, Eugenol**, Benzyl Alcohol**, Citral**, Benzyl Salicylate**, Farnesol**, Geraniol**, Isoeugenol**
     * org = certified organic cultivation
   ** from 100% natural essential oils",,,,
VITAL TAGESCREME BIO-GRANATAPFEL,bevola naturals,Femia Cosmetic Vertriebsgesellschaft mbH,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Aqua, Prunus Amygdalus Dulcis Oil****, Helianthus Annuus Seed Oil****, Glyceryl Stearate Citrate, Alcohol****, Cocoglycerides, Decyl Oleate, Cetearyl Alcohol, Glycine Soja Oil****, Glycerin, Coco-Caprylate, CapryIic/Capric Triglyceride, Sodium Levulinate, Xanthan Gum, Levulinic Acid, Sodium Anisate, Parfum, Linalool, Alaria Esculenta Extract, Punica Gronatum Fruit Extract****, Tocopherol, Limonene, Benzyl Alcohol, Geraniol. 
     **** of controlled biological cultivation",,,,
WILLI DUNGL® BLEIB ENTSPANNT PHYTO-FLUID,Willi Dungl,PURE GREEN GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Alcohol, Aloe Barbadensis Leaf Juice*, Glycerin, Tilia Cordata Flower Water*, Melilotus Officinalis Extract*, Xanthan Gum, Chondrus Crispus, Lavandula Angustifolia Herb Oil*, Lavandula Hybrida Oil*, Citrus Bergamia Peel Oil Expressed*, Eugenia Caryophyllus Flower Oil*, Citric Acid, Melissa Officinalis Leaf Extract*, Sodium Benzoate, Helianthus Annuus Seed Oil*, Potassium Sorbate, Linalool**, Limonene**, Citral**, Geraniol**.
     * certified organic 
   ** natural fragrance",,,,
WILLI DUNGL® VERWÖHNE DICH PHYTO-KÖRPERLOTION,Willi Dungl,PURE GREEN GmbH,Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Aloe Barbadensis Leaf Juice*, Prunus Amygdalus Dulcis Oil*, Cetyl Alcohol, Stearyl Alcohol, Glycerin, Dicaprylyl Ether, Sodium Cetearyl Sulfate, Oenothera Biennis Oil*, Theobroma Cacao Seed Butter*, Viola Tricolor Extract*, Sodium Benzoate, Parfum**, Potassium Sorbate, Xanthan Gum, Ricinus Communis Seed Oil*, Citric Acid, Tocopherol, Sodium Citrate, Hippophae Rhamnoides Fruit Extract*, Helianthus Annuus Seed Oil, Rosmarinus Officinalis Leaf Extract*, Limonene**, Citral**, Linalool**, Geraniol**, Citronellol**, Coumarin**. 
     * certified organic 
   ** natural fragrance",,,,
"""HAB SPASS"" ERDBEER-DUFT SCHAUMBAD",DRESDNER ESSENZ Dreckspatz,"Li-iL GmbH Arzneimittel, Arzneibäder",Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Sodium Coco-Sulfate, Sodium Chloride, Lauryl Glucoside, Parfum, Sesamum Indicum Seed Oil, Hydrolyzed Wheat Protein, Citrus Aurantium Dulcis Peel Oil, Hydrolyzed Gardenia Florida Extract, Maltodextrin, Sodium Carbonate, Sodium Citrate, Citric Acid, Sodium Benzoate, Benzyl Alcohol, Geraniol, Linalool, Limonene",,,,
"""ZUSAMMEN IST´S SCHOEN"" APRIKOSEN-DUFT SCHAUMBAD",DRESDNER ESSENZ Dreckspatz,"Li-iL GmbH Arzneimittel, Arzneibäder",Natural cosmetics,Strict rules for naturalness apply. The natural ingredients are not necessarily from organic cultivation.,"Aqua, Sodium Coco-Sulfate, Sodium Chloride, Lauryl Glucoside, Parfum, Coco-Glucoside, Prunus Armeniaca Fruit Extract, Hydrolyzed Wheat Protein, Sesamum Indicum Seed Oil, Hydrogenated Castor Oil, Helianthus Annuus Hybrid Oil, Sodium Citrate, Sodium Carbonate, Citric Acid, Benzoic Acid, Sodium Benzoate",,,,
ALTERRA DEO SPRAY LADY,Alterra Naturkosmetik,DIRK ROSSMANN,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.","Alcohol*, Aqua, Triethyl Citrate, Parfum, Dicaprylyl Ether, Nitrogen, Sasa Kurilensis Leaf/Stem Extraft*, Citric Acid, Sodium Benzoate, Potassium Sorbate, Tocopherol.
      * ingredients from certified organic agriculture",,,,
BODY LOTION (PERSONALIZZAZIONE BUFFALO MILK),N&B Natural is Better,N&B srl,Organic cosmetics,"At least 95% of natural and/or derived natural ingredients, where applicable, stem from organic agriculture or controlled harvesting of wild plants.",,,,,
